source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,district_cluster,is_synthetic,augmentation_copy
all-solntsevo,12480000.0,21.84881566902071,0.0,10.0,24.0,"москва, ул. производственная, 19к1",55.64487857076427,37.38176443517927,Новопеределкино,7.154878269378088,4.961085934108382,чистовая отделка,монолитный железобетонный каркас,2025.0,2.7004751099852506,не угловая,unknown,19к1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12592851/,raw,0.5726855305033154,geo_recomputed,18.480274017300864,3.799225790048933,0.48075552189632986,0.3393559676523758,0.7495644529741844,0.811192789473369,567272.7272727273,0.4166666666666667,1.036918362132764,0.9877876529094902,0,1,1
all,17800000.0,50.197183450535775,2.0,17.0,17.0,"24, красулинская улица, жк «саларьево парк», 28-й квартал, район коммунарка, москва, центральный федеральный округ, 108802, россия",55.60665658969194,37.411979977574276,Филатов луг,9.719914695997037,17.045758624679586,чистовая отделка,монолитно-заливные,2023.0,2.6790866568258327,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10603283/,geo,0.8260499925577366,geo_recomputed,20.987382961079422,4.205870578271297,0.1387728810196251,0.13012785016221742,1.1737866035964404,1.8843578930696987,356000.0,1.0,2.8995498606471877,0.9914690848587971,0,1,1
all,18000000.0,44.3577566223845,1.0,17.0,20.0,"massimo pizza, 20, улица анны ахматовой, жк «переделкино ближнее», рассказовка, москва, центральный федеральный округ, 108849, россия",55.63455642609511,37.32488985827358,Рассказовка,6.956858112847797,15.037586188774505,евроремонт,монолитные,2002.0,2.680207759990088,не угловая,unknown,20,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12156587/,geo,0.5426010169525264,geo_recomputed,22.25340477899606,7.169914819787027,0.14953430279370317,0.10598535150704227,1.1432151726003974,0.5363277784168395,409090.9090909091,0.85,24.020504597971755,1.0055597694824614,0,1,1
all,12200000.0,22.6869301105456,0.0,15.0,24.0,"москва, ул. производственная, 19к1",55.64630594367009,37.37947412088533,Боровское шоссе,7.77199470682146,6.091884678684744,черновая отделка,монолитный железобетонный каркас,2025.0,2.6787427748181076,не угловая,unknown,19к1,детская площадка,unknown,нет,https://msk.etagi.com/realty/12428583/,raw,0.6363388728114424,geo_recomputed,18.86710051124977,3.957623977702358,0.37712745788844154,0.4605369220887082,0.7425071267392211,0.6326328059955346,532751.0917030568,0.625,1.1401508219799288,1.0185751335092619,0,1,1
all,15200000.0,41.50503910850751,1.0,3.0,25.0,"13, улица самуила маршака, жк «переделкино ближнее», район внуково, москва, центральный федеральный округ, 108849, россия",55.63755569011684,37.32880064141983,Рассказовка,7.918632061783865,9.966810645277524,чистовая отделка,монолитные,2014.0,2.800394123671645,не угловая,"пассажирский, грузовой",13,двор,"подземный паркинг, гостевой паркинг",нет,https://msk.etagi.com/realty/12557568/,geo,0.6700793186549041,geo_recomputed,21.872225752712936,6.739255031158072,0.39178498139159895,0.1110296312561191,0.5967193618176257,0.39459608137864105,364508.39328537165,0.12,11.962574046581718,0.9898222454834795,0,1,1
1k,13700000.0,37.79337273802592,1.0,2.0,14.0,"москва, ул. боровское шоссе, 20к1 (20 км до центра)",55.65016676633087,37.367544299506385,Боровское шоссе,4.100836976494888,9.02787795791675,евроремонт,панельные,2002.0,2.679287734826827,не угловая,unknown,20к1,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12290900/,raw,0.35941914845116213,geo_recomputed,19.465151846660664,4.139172731726425,0.1566217138784692,0.08277274888665608,1.1233147610259926,0.5618945354586589,365333.3333333333,0.1428571428571428,23.80443194048835,1.0319155459820308,0,1,1
studio,4200000.0,10.957975918900079,0.0,1.0,9.0,"москва, ул. родниковая, 18",55.63382091344084,37.38618450258116,Новопеределкино,6.6372627111296065,3.0095551658884716,косметический ремонт,панельные,2002.0,2.4988673726353867,не угловая,"пассажирский, грузовой",18,двор,unknown,нет,https://msk.etagi.com/realty/12486715/,raw,0.6212923594703639,geo_recomputed,20.28168791063495,4.347042512100515,0.26767007156389766,0.20365256883334665,0.40999388274567966,0.12170890951846752,381818.1818181818,0.1111111111111111,23.997969974162597,0.9657418532157279,0,1,1
2k,25000000.0,57.60831543258282,2.0,14.0,23.0,"москва, ул. чоботовская, 2к2 (20 км до центра)",55.643875117334275,37.35991059573318,Новопеределкино,7.09122896514463,18.926388082621706,современный ремонт,монолитные,2021.0,2.640630337111061,не угловая,"пассажирский, грузовой",2к2,двор,"наземный паркинг, подземный паркинг",есть,https://msk.etagi.com/realty/10820070/,raw,0.6123840237429539,geo_recomputed,20.164649874333822,5.4901176761399215,0.3971577968258838,0.4004423653390845,0.5673858949810856,0.22909550211025467,436300.17452006985,0.6086956521739131,4.8956920629461465,1.0001901718708681,0,1,1
all,20750000.0,74.90280772880621,3.0,6.0,17.0,"москва, метро пыхтино в 5 минутах пешком от дома. район с московской инфраструктурой. трехкомнатная квартира распашонка, с изолированными комнатами, окна выходят на обе стороны дома: на пыхтинский пруд, солнечная сторона и во двор на площадку. в квартире есть три полноценные жилые комнаты. сделан косметический ремонт, скромный. есть кладовка около 2 кв.м. на кухне есть вся необходимая мебель. вся мебель по договоренности остается новым владельцам. оптимальный! 6 этаж, облагороженная входная группа, подъезд украшен цветами. интеллигентные соседи. ответственная управляющая компания. дом расположен в живописном районе, пруд с облагороженной зоной для прогулок и пикников на берегу, очень красиво. во дворе дома современная детская площадка. в шаговой доступности школа, детсад, сетевые магазины, поликлиника и многое другое. удобный выезд на авто, на боровское и киевское шоссе. 3 взрослых собственника, семья, все будут на сделке. более 5 лет в собственности. полная стоимость в договоре.",55.62062601736145,37.30544978179114,Пыхтино,8.057056544559746,11.296544394179211,современный ремонт,панельные,2012.0,2.6402133835989106,не угловая,"пассажирский, грузовой",13,двор,наземный паркинг,есть,https://msk.etagi.com/realty/12090801/,raw,0.6691634204649496,geo_recomputed,24.830590470126726,8.93453879051232,0.26137679688670507,0.18164358033676342,0.44691927952512855,0.42528277135105835,276666.6666666667,0.3529411764705882,13.960430005296663,1.077930211797875,0,1,1
all,25000000.0,60.31956558634231,2.0,2.0,14.0,"москва, ул. производственная, 12к1",55.64409376586411,37.38852866661459,Солнцево,6.875228509303673,12.013319933329868,unknown,монолитно-кирпичный,2002.0,2.6794578292997513,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/11979032/,raw,0.5417616226241041,geo_recomputed,17.465388915994378,3.33277003046873,0.19168716574121647,0.08017288057575819,0.2621549385987627,0.6372663240431737,416666.6666666667,0.1428571428571428,23.990569554354504,1.0066923922787583,0,1,1
all,12500000.0,38.42887768110386,2.0,1.0,12.0,"москва, ул. попутная, 1к2",55.654560239968,37.382518773482765,Солнечная,2.869854793105039,6.354266271932918,косметический ремонт,панельные,2002.0,2.6512814599036565,не угловая,"пассажирский, грузовой",1к2,двор,наземный паркинг,нет,https://msk.etagi.com/realty/12544623/,raw,0.21217937114164764,geo_recomputed,18.123472830149048,3.1923794662291605,0.5735286862850095,0.3037250125683542,0.9384646830135643,0.17673299615083285,325520.8333333334,0.0833333333333333,23.802849611218317,1.042996435198185,0,1,1
all,16700000.0,35.656713718581315,1.0,24.0,25.0,"9, саларьевская улица, жк «саларьево парк», район коммунарка, москва, центральный федеральный округ, 108811, россия",55.61810611087472,37.418091360995504,Саларьево,9.019474967082745,6.0096502127540985,евроремонт,панельные,2002.0,2.6796108829658927,не угловая,пассажирский,9,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/12596189/,geo,0.708863942907111,geo_recomputed,18.987216230040847,3.7130690805425517,0.40733828900602626,0.2201821209944026,0.4467345105124899,0.7478270745650829,469101.1235955056,0.96,23.813251689444915,1.0027456053451962,0,1,1
all,9000000.0,20.643652487736432,0.0,6.0,16.0,"саларьевская улица, жк «саларьево парк», район коммунарка, москва, центральный федеральный округ, 142784, россия",55.61816162740031,37.42232912300909,Саларьево,5.904691312368516,5.326047747607391,без отделки,другое,2002.0,2.820028352602314,не угловая,"грузовой, пассажирский, пассажирский и грузовой",83к6,двор,подземный паркинг,есть,https://msk.etagi.com/realty/8971518/,geo,0.4891216090319637,geo_recomputed,18.48832932111412,3.105261720470889,0.696789506512882,0.3940031977122602,0.8013044860493692,0.5710653823201725,443349.7536945813,0.375,24.055720423630458,1.017423312859894,0,1,1
all,19900000.0,63.92054586012207,2.0,6.0,12.0,"9, бульвар андрея тарковского, жк «рассказово», район внуково, москва, центральный федеральный округ, 108850, россия",55.624902295263304,37.34457158643363,Рассказовка,14.097724008768976,17.06792166928468,евроремонт,монолитные,2018.0,2.6802374633567645,не угловая,"пассажирский, грузовой",9,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/830722/,geo,1.202155123929552,geo_recomputed,21.469102209276635,6.759889736074027,1.3673666583524033,0.3045027381457227,1.0351390549403925,1.176445802039248,310937.5,0.5,7.93958076962838,0.9982965041682192,0,1,1
all,24200000.0,92.09330528245391,4.0,23.0,23.0,"москва, ул. анны ахматовой, 11к3",55.6333182100537,37.328100216422335,Рассказовка,3.00196669309711,25.063436407674242,черновая отделка,панельные,2020.0,2.7994528055251195,угловая,unknown,11к3,двор,наземный паркинг,есть,https://msk.etagi.com/realty/10173958/,raw,0.2731003518945152,geo_recomputed,22.066571655203365,7.41907092279343,0.2098765147275535,0.24425452552411217,0.9022656001048335,0.2633375454374204,262188.5157096425,1.0,5.703550149691863,0.9948877725650739,0,1,1
1k,3450000.0,37.901483715363646,1.0,19.0,19.0,"ароматный мир, 7, улица лётчика ульянина, жк «солнцево-парк», район внуково, москва, центральный федеральный округ, 108850, россия",55.62643864625986,37.31062033168577,Пыхтино,10.480533667396275,8.987163914615621,евроремонт,кирпичные,2002.0,2.6804160357419464,не угловая,unknown,7,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/10667032/,geo,0.8611299279341559,geo_recomputed,24.33065716608971,8.732430506857067,0.5642531622260202,0.28576565040491453,0.17357996349372848,0.15909162716350525,90789.47368421052,1.0,24.090717383941104,0.9766155280982374,0,1,1
all,22900000.0,58.09934421747138,2.0,9.0,22.0,"горздрав, 8, улица большое понизовье, жк «саларьево парк», 28-й квартал, район коммунарка, москва, центральный федеральный округ, 108802, россия",55.605941383109446,37.41479431404977,Филатов луг,9.928193311758092,21.71847528973289,евроремонт,панельные,2025.0,2.6195289362204637,не угловая,unknown,8,двор,наземный паркинг,нет,https://msk.etagi.com/realty/9714907/,geo,0.7686006258793374,geo_recomputed,19.78028930043695,4.350347398597627,0.19802884866126266,0.1357562012874087,1.295349943420671,2.0096211215362643,394827.5862068966,0.4090909090909091,1.03148226973851,1.0129090407687267,0,1,1
