source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster
all,9000000.0,24.0,0.0,23.0,24.0,"москва, ул. новоостаповская, 20 (6 км до центра)",55.723759,37.686025,Волгоградский проспект,2.0,6.0,без отделки,монолитные,2002.0,2.68,не угловая,грузовой,20,двор,подземный паркинг,нет,https://msk.etagi.com/realty/10634742/,raw,0.21,geo_recomputed,5.43,9.46,0.78,0.53,0.7,0.15,375000.0,0.9583333333333334,24.0,1,18
all,31890000.0,65.5,2.0,6.0,25.0,"23а с3, 2-й амбулаторный проезд, район аэропорт, москва, центральный федеральный округ, 125315, россия",55.812691,37.521426,Красный Балтиец,5.0,19.8,предчистовая отделка,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10635804/,geo,0.44,geo_recomputed,8.94,8.12,0.47,0.42,0.24,0.54,486870.2290076336,0.24,24.0,1,23
all,14999999.0,35.5,1.0,16.0,33.0,"москва, ул. базовская, 15бк3 (16 км до центра)",55.880323,37.505606,Ховрино,14.0,17.3,косметический ремонт,панельные,2024.0,2.62,не угловая,unknown,15бк3,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/10638059/,raw,1.15,geo_recomputed,15.82,1.37,0.34,0.35,0.83,0.3,422535.1830985916,0.4848484848484848,2.0,1,21
all,12690000.0,23.3,0.0,29.0,61.0,"7 c3, южнопортовая улица, район печатники, москва, центральный федеральный округ, 115193, россия",55.705828,37.69366,Кожуховская,6.0,4.0,черновая отделка,монолитно-кирпичный,2025.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10638936/,geo,0.52,geo_recomputed,7.1,8.6,0.8,0.72,0.5,0.19,544635.1931330472,0.4754098360655737,1.0,1,18
all,46530000.0,127.0,3.0,2.0,20.0,"москва, ул. хачатуряна, 12к1 (10 км до центра)",55.857422,37.59604,Отрадное,11.0,40.0,евроремонт,монолитные,2001.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10638972/,raw,0.95,geo_recomputed,11.76,5.1,0.3,0.43,0.41,0.21,366377.9527559055,0.1,25.0,1,6
all,15200000.0,47.0,2.0,10.0,12.0,"москва, ул. сколковское шоссе, 14",55.709728,37.399354,Сетунь,19.0,10.0,современный ремонт,блочные,1966.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10639293/,raw,1.56,geo_recomputed,14.34,0.53,0.12,0.08,0.24,0.35,323404.25531914894,0.8333333333333334,60.0,0,0
all,27900000.0,40.0,2.0,6.0,14.0,"москва, ул. старый петровско-разумовский проезд, 2",55.801283,37.56141,Гражданская,8.0,5.0,ремонт по дизайн-проекту,блоки железобетонные,2020.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10639448/,raw,0.7,geo_recomputed,6.42,10.73,0.26,0.33,0.05,0.15,697500.0,0.4285714285714285,6.0,1,23
all,30400000.0,46.3,1.0,3.0,10.0,"москва, ул. бауманская, 47",55.768927,37.680158,Бауманская,5.0,12.0,евроремонт,монолитные,2002.0,2.7,не угловая,unknown,47,парковка,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/10640060/,raw,0.39,geo_recomputed,4.45,10.21,0.15,0.32,0.19,0.09,656587.4730021599,0.3,24.0,1,7
all,17800000.0,35.5,2.0,40.0,42.0,"улица борисовские пруды, район москворечье-сабурово, москва, центральный федеральный округ, 115211, россия",55.637398,37.706829,Москворечье,14.0,17.9,черновая отделка,монолитно-кирпичный,2025.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10565976/,geo,1.15,geo_recomputed,13.99,4.87,0.66,0.44,0.71,0.21,501408.45070422534,0.9523809523809524,1.0,1,17
all,52200000.0,83.2,2.0,5.0,51.0,"москва, ул. шмитовский проезд, 39к6 (6 км до центра)",55.754709,37.525818,Шелепиха,3.0,40.0,ремонт по дизайн-проекту,монолитные,2002.0,3.1,не угловая,unknown,39к6,двор,подземный паркинг,нет,https://msk.etagi.com/realty/10568813/,raw,0.28,geo_recomputed,5.63,9.7,0.42,0.31,0.49,0.14,627403.8461538461,0.0980392156862745,24.0,1,10
all,36900000.0,80.0,3.0,7.0,8.0,"москва, ул. проспект мира, 180",55.824253,37.645896,ВДНХ,7.0,7.0,ремонт по дизайн-проекту,кирпичные,1960.0,3.0,не угловая,unknown,180,детская площадка,unknown,нет,https://msk.etagi.com/realty/10571558/,raw,0.61,geo_recomputed,8.23,8.0,0.51,0.23,0.35,0.2,461250.0,0.875,66.0,1,6
all,14100000.0,23.5,0.0,11.0,23.0,"30, улица обручева, район коньково, москва, центральный федеральный округ, 117630, россия",55.656423,37.528891,Калужская,8.0,6.0,без стен,монолитно-кирпичный,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10575765/,geo,0.7,geo_recomputed,11.96,4.7,0.37,0.53,0.39,0.29,600000.0,0.4782608695652174,24.0,1,15
all,13500000.0,35.0,1.0,4.0,9.0,"москва, ул. москворечье, 33",55.645334,37.66088,Кантемировская,13.0,9.0,косметический ремонт,монолитные,1967.0,2.64,не угловая,грузовой,33,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/10581038/,raw,1.07,geo_recomputed,12.22,7.35,0.16,0.25,0.27,0.09,385714.28571428574,0.4444444444444444,59.0,1,5
all,16450000.0,33.0,0.0,3.0,28.0,"москва, ул. 2-й переулок петра алексеева, 5",55.717888,37.429627,Рабочий Посёлок,16.0,6.0,евроремонт,сборно-монолитный железобетонный каркас,2002.0,3.0,не угловая,грузовой,5,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/10581406/,raw,1.34,geo_recomputed,12.25,2.6,0.35,0.26,0.22,0.33,498484.8484848485,0.1071428571428571,24.0,0,0
all,35000000.0,108.0,3.0,14.0,18.0,"москва, ул. мельникова, 3к7 (5 км до центра)",55.725412,37.678011,Волгоградский проспект,5.0,15.0,без стен,монолитно-кирпичный,2002.0,2.68,не угловая,"пассажирский, грузовой",3к7,двор,"наземный паркинг, подземный паркинг",нет,https://msk.etagi.com/realty/10584475/,raw,0.45,geo_recomputed,4.91,9.99,0.26,0.42,0.36,0.34,324074.0740740741,0.7777777777777778,24.0,1,20
all,20750000.0,74.1,3.0,11.0,17.0,"москва, ул. ангелов переулок, 2 (33 км до центра)",55.854042,37.349937,Пятницкое шоссе,2.0,18.6,косметический ремонт,панельные,1993.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10585105/,raw,0.2,geo_recomputed,20.1,2.7,0.26,0.18,0.19,0.1,280026.99055330636,0.6470588235294118,33.0,1,2
all,11050000.0,28.0,1.0,4.0,16.0,"москва, ул. щербаковская, 11",55.782871,37.728011,Семеновская,7.0,5.5,косметический ремонт,панельные,1966.0,2.64,не угловая,"пассажирский, грузовой",11,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/10590566/,raw,0.55,geo_recomputed,7.82,7.13,0.09,0.22,0.37,0.03,394642.8571428571,0.25,60.0,1,7
all,20500000.0,82.2,3.0,7.0,22.0,"москва, ул. шоссе энтузиастов, 57",55.774598,37.829674,Новогиреево,32.0,10.0,косметический ремонт,монолитные,2015.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10590910/,raw,2.66,geo_recomputed,13.62,0.82,0.26,0.34,0.2,0.26,249391.72749391728,0.3181818181818182,11.0,0,24
all,16700000.0,42.2,2.0,10.0,24.0,"москва, ул. новоостаповская, 20 (6 км до центра)",55.723759,37.686025,Волгоградский проспект,2.0,33.0,чистовая отделка,монолитные,2002.0,2.68,не угловая,грузовой,20,двор,подземный паркинг,нет,https://msk.etagi.com/realty/10592806/,raw,0.21,geo_recomputed,5.43,9.46,0.78,0.53,0.7,0.15,395734.59715639806,0.4166666666666667,24.0,1,18
all,270000000.0,206.8,4.0,2.0,13.0,"москва, ул. братьев фонченко, 1к5",55.732692,37.51803,Парк Победы,4.0,48.6,ремонт по дизайн-проекту,монолитно-кирпичный,2002.0,2.62,не угловая,"грузовой, пассажирский, пассажирский и грузовой",1к5,двор,подземный паркинг,нет,https://msk.etagi.com/realty/10527445/,raw,0.34,geo_recomputed,6.48,8.04,0.29,0.3,0.14,0.45,1305609.2843326884,0.1538461538461538,24.0,1,10
all,17550000.0,41.4,2.0,5.0,5.0,"москва, ул. мельникова, 21",55.725072,37.669028,Пролетарская,9.0,5.2,косметический ремонт,монолитные,1962.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10533764/,raw,0.73,geo_recomputed,4.5,10.53,0.24,0.29,0.18,0.12,423913.04347826086,1.0,64.0,1,20
all,45000000.0,73.0,2.0,13.0,21.0,"москва, ул. виктора маслова, 2к6",55.719434,37.656874,Дубровка,15.0,17.0,без стен,монолитные,2002.0,2.68,,unknown,,unknown,unknown,,https://msk.etagi.com/realty/10534927/,raw,1.22,geo_recomputed,4.47,11.13,0.41,0.1,0.43,0.42,616438.3561643836,0.6190476190476191,24.0,1,20
all,28700000.0,80.4,3.0,9.0,17.0,"москва, ул. фестивальная, 22к4 (17 км до центра)",55.857574,37.502777,Грачёвская,17.0,16.3,современный ремонт,панельные,2001.0,2.64,не угловая,"пассажирский, грузовой",22к4,двор,наземный паркинг,есть,https://msk.etagi.com/realty/10534990/,raw,1.38,geo_recomputed,13.67,3.51,0.19,0.16,0.28,0.12,356965.1741293532,0.5294117647058824,25.0,0,21
all,14750000.0,43.2,2.0,1.0,5.0,"москва, ул. живописная, 34к3",55.793667,37.45646,Щукинская,22.0,5.2,требует ремонта / частичный ремонт,кирпичные,1963.0,2.64,не угловая,unknown,34к3,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/10535774/,raw,1.8,geo_recomputed,10.97,4.54,0.1,0.47,0.35,0.47,341435.18518518517,0.2,63.0,0,16
all,39000000.0,56.1,3.0,26.0,28.0,"москва, ул. зорге, 24с4 (8 км до центра)",55.79018,37.508373,Зорге,4.0,16.5,черновая отделка,монолитно-кирпичный,2026.0,3.5,не угловая,unknown,24с4,парковка,подземный паркинг,нет,https://msk.etagi.com/realty/10536241/,raw,0.36,geo_recomputed,7.93,7.78,0.43,0.33,0.48,0.77,695187.165775401,0.9285714285714286,0.0,1,16
all,34900000.0,90.0,2.0,18.0,20.0,"москва, ул. нововладыкинский проезд, 1к1 (12 км до центра)",55.849292,37.57987,Окружная,7.0,20.0,ремонт по дизайн-проекту,монолитные,2017.0,2.8,не угловая,unknown,1к1,двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/10536592/,raw,0.55,geo_recomputed,11.02,6.31,0.48,0.11,0.25,0.26,387777.77777777775,0.9,9.0,1,6
all,27000000.0,40.0,1.0,24.0,32.0,"москва, ул. причальный проезд, 10к2 (6 км до центра)",55.760788,37.516322,Шелепиха,8.0,20.0,предчистовая отделка,монолитно-кирпичный,2002.0,2.68,не угловая,unknown,10к2,двор,парковка во дворе,нет,https://msk.etagi.com/realty/10537895/,raw,0.68,geo_recomputed,6.28,9.22,0.17,0.14,0.66,0.73,675000.0,0.75,24.0,1,10
all,22600000.0,43.0,1.0,16.0,23.0,"москва, ул. 1-й котляковский переулок, 2ак2",55.650927,37.627562,Варшавская,7.0,17.0,ремонт по дизайн-проекту,монолитные,2002.0,2.9,не угловая,"пассажирский, грузовой",2ак2,двор,подземный паркинг,нет,https://msk.etagi.com/realty/10538148/,raw,0.57,geo_recomputed,11.29,8.48,0.33,0.24,0.64,0.53,525581.3953488372,0.6956521739130435,24.0,1,5
all,76800000.0,77.2,2.0,9.0,15.0,"москва, ул. ленинский проспект, 38",55.704641,37.571543,Ленинский проспект,11.0,9.0,ремонт по дизайн-проекту,монолитно-каркасные,2002.0,2.64,не угловая,unknown,38,двор,подземный паркинг,есть,https://msk.etagi.com/realty/10541542/,raw,0.88,geo_recomputed,5.96,9.89,0.3,0.18,0.62,0.06,994818.6528497408,0.6,24.0,1,10
all,33000000.0,58.5,2.0,12.0,24.0,"москва, ул. новаторов, 4к5",55.666051,37.517752,Новаторская,7.0,10.0,современный ремонт,монолитные,2013.0,2.64,не угловая,пассажирский,4к5,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/10546499/,raw,0.55,geo_recomputed,11.37,4.71,0.46,0.11,0.31,0.13,564102.5641025641,0.5,13.0,1,15
all,18800000.0,50.0,1.0,3.0,17.0,"москва, ул. 2-й мосфильмовский переулок, 21",55.728327,37.520752,Поклонная,7.0,14.0,косметический ремонт,монолитные,1970.0,2.64,не угловая,пассажирский,21,двор,"наземный паркинг, гостевой паркинг",есть,https://msk.etagi.com/realty/10440550/,raw,0.57,geo_recomputed,6.5,7.94,0.18,0.13,0.2,0.75,376000.0,0.1764705882352941,56.0,1,10
all,24500000.0,68.4,2.0,4.0,24.0,"москва, ул. очаковское шоссе, 7 (12 км до центра)",55.692896,37.460816,Аминьевская,6.0,12.6,косметический ремонт,панельные,2002.0,2.7,не угловая,unknown,7,двор,"подземный паркинг, наземный паркинг",нет,https://msk.etagi.com/realty/10462477/,raw,0.52,geo_recomputed,11.72,2.94,0.37,0.15,0.42,0.3,358187.13450292393,0.1666666666666666,24.0,1,0
