source_group,price,area_total,rooms,floor,floors_total,address,latitude,longitude,metro,metro_walk_min,kitchen_area,renovation,walls,build_year,ceiling_height,floor_position,elevator,house_number,yard,parking,playground,link,address_source,metro_distance_km,metro_source,distance_to_center_km,distance_to_mkad_km,distance_to_school_km,distance_to_kindergarten_km,distance_to_clinic_km,distance_to_mall_km,price_per_m2,floor_ratio,house_age,has_metro_near,geo_generation_cluster,is_synthetic,generation_method,parent_geo_cluster
1k,13726890.37355638,36.395048049029135,1.0,5.0,7.0,"2/1 с1, Семёновская набережная, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105094, Россия",55.776984725173214,37.70476669910001,Электрозаводская,6,7.6575719484654545,требует ремонта / частичный ремонт,монолитно-кирпичный,1966.0,2.6379203723229363,не угловая,unknown,,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,0.46,geo_recomputed,6.22,8.62,0.24,0.08,0.33,0.45,377163.6832314212,0.7142857142857143,60.0,1,7,1,geo_cluster_interpolation,7
all,23114258.61059758,54.77644954560721,2.0,6.0,10.0,"Госпитальная набережная, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105094, Россия",55.77311588413584,37.69636425456612,Лефортово,13,8.27177243250897,косметический ремонт,кирпич полнотельный,2002.0,2.6811444014657244,,unknown,,unknown,unknown,,synthetic,geo,1.04,geo_recomputed,5.56,9.18,0.31,0.34,0.38,0.51,421974.38502019935,0.6,24.0,1,7,1,geo_cluster_interpolation,7
2k,30843919.52055708,61.56695590924459,2.0,6.0,22.0,"улица Крузенштерна, Жилой комплекс «Символ», район Лефортово, Москва, Центральный федеральный округ, 111033, Россия",55.750331939911696,37.68868444255847,Серп и Молот,6,16.99476421412504,без отделки,монолитно-кирпичный,2024.0,3.098598628455314,не угловая,unknown,,двор,подземный паркинг,нет,synthetic,geo,0.49,geo_recomputed,4.58,9.62,0.58,0.67,0.4,0.74,500981.7208767619,0.2727272727272727,2.0,1,7,1,geo_cluster_interpolation,7
all,33035670.012556378,62.83845917988383,1.0,2.0,5.0,"21 с68, Электрозаводская улица, район Преображенское, Москва, Центральный федеральный округ, 105094, Россия",55.78513018902488,37.70107931193293,Электрозаводская,5,9.193045939336296,евроремонт,кирпич силикатный,2001.0,2.865378069766584,не угловая,unknown,,двор,"наземный паркинг, подземный паркинг, гостевой паркинг",нет,synthetic,geo,0.43,geo_recomputed,6.48,8.8,0.34,0.25,0.45,0.2,525723.7437663323,0.4,25.0,1,7,1,geo_cluster_interpolation,7
1k,20692032.67339377,33.807869560658425,1.0,2.0,4.0,"Третье транспортное кольцо, Жилой комплекс «Символ», район Лефортово, Москва, Центральный федеральный округ, 111250, Россия",55.763903799048805,37.69215520101774,Лефортово,8,5.955356369001241,косметический ремонт,кирпичные,1967.0,2.8685857622798823,,unknown,,unknown,unknown,,synthetic,geo,0.67,geo_recomputed,4.96,9.44,0.35,0.62,0.59,0.19,612047.8143784811,0.5,59.0,1,7,1,geo_cluster_interpolation,7
1k,15760593.92133346,32.93980469956739,1.0,8.0,9.0,"Государственный научно-исследовательский институт реставрации, улица Гастелло, район Сокольники, Москва, Центральный федеральный округ, 105082, Россия",55.78267712757326,37.69451805021266,Электрозаводская,8,5.828872764780688,требует ремонта / частичный ремонт,кирпичные,1948.0,2.645862045637687,не угловая,unknown,,двор,наземный паркинг,нет,synthetic,geo,0.68,geo_recomputed,5.99,9.23,0.42,0.43,0.25,0.04,478466.5259882506,0.8888888888888888,78.0,1,7,1,geo_cluster_interpolation,7
all,17340188.73710526,54.38316302786187,2.0,4.0,7.0,"17, 1-й Зборовский переулок, район Преображенское, Москва, Центральный федеральный округ, 107076, Россия",55.80134306020771,37.70411709152157,Преображенская площадь,10,7.381438069632915,косметический ремонт,блочные,1963.0,3.0797794108818164,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.81,geo_recomputed,7.78,7.57,0.16,0.3,0.29,0.14,318852.15518305625,0.5714285714285714,63.0,1,7,1,geo_cluster_interpolation,7
1k,26141751.19005676,43.16347007605626,1.0,3.0,7.0,"Головинская набережная, район Лефортово, Москва, Центральный федеральный округ, 111250, Россия",55.7687823468582,37.69121687773488,Бауманская,10,9.018965694211284,косметический ремонт,кирпичные,1949.0,2.6876023910394853,,unknown,,unknown,unknown,,synthetic,geo,0.86,geo_recomputed,5.08,9.52,0.2,0.51,0.52,0.36,605645.2630892198,0.4285714285714285,77.0,1,7,1,geo_cluster_interpolation,7
4k,46182178.7473509,71.91797685377679,3.0,3.0,8.0,"28, Большая Почтовая улица, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105082, Россия",55.77936229752368,37.69920434247066,Электрозаводская,5,7.983002268534783,евроремонт,кирпичные,1948.0,2.6515310076552616,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",есть,synthetic,geo,0.43,geo_recomputed,6.04,8.96,0.24,0.11,0.22,0.19,642150.6939947468,0.375,78.0,1,7,1,geo_cluster_interpolation,7
all,14533043.859625429,37.83717092108772,1.0,1.0,11.0,"32, Зверинецкая улица, район Соколиная Гора, Москва, Центральный федеральный округ, 105318, Россия",55.78434420636234,37.73469340142382,Измайлово,8,10.561641619725544,евроремонт,панельные,1975.0,2.7004371945708847,не угловая,unknown,,детская площадка,unknown,нет,synthetic,geo,0.69,geo_recomputed,8.26,6.7,0.31,0.12,0.13,0.22,384094.3576340628,0.0909090909090909,51.0,1,7,1,geo_cluster_interpolation,7
all,22581930.28066788,53.047667538809534,2.0,12.0,13.0,"Стогруз, Центросоюзный переулок, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105082, Россия",55.780177347281935,37.68637832282031,Бауманская,12,12.440478075447023,косметический ремонт,блочные,1980.0,2.7249639220978192,не угловая,"пассажирский, грузовой",,двор,наземный паркинг,есть,synthetic,geo,0.98,geo_recomputed,5.41,9.75,0.14,0.22,0.33,0.26,425691.29479909746,0.9230769230769232,46.0,1,7,1,geo_cluster_interpolation,7
2k,27205599.25224203,48.184592681906864,2.0,12.0,12.0,"20 с2, Большая Почтовая улица, Бауманка, Басманный район, Москва, Центральный федеральный округ, 105082, Россия",55.77682134753326,37.6950317899117,Электрозаводская,10,10.12141360003027,косметический ремонт,панельные,1995.0,2.7099875637116537,не угловая,unknown,,двор,unknown,нет,synthetic,geo,0.8,geo_recomputed,5.67,9.24,0.24,0.2,0.35,0.09,564612.0001852299,1.0,31.0,1,7,1,geo_cluster_interpolation,7
all,24302479.183058653,71.26019899186969,3.0,3.0,17.0,"Городская клиническая больница № 29 имени Н. Э. Баумана, 2, Госпитальная площадь, район Лефортово, Москва, Центральный федеральный округ, 111020, Россия",55.768059305530016,37.70334590669899,Лефортово,5,10.169318859326216,косметический ремонт,монолитно-кирпичный,1993.0,2.700444130667021,не угловая,"пассажирский, грузовой",,двор,"наземный паркинг, гостевой паркинг",нет,synthetic,geo,0.4,geo_recomputed,5.77,8.75,0.51,0.23,0.09,0.51,341038.60958669794,0.1764705882352941,33.0,1,7,1,geo_cluster_interpolation,7
studio,13983583.886982735,35.92452180406608,1.0,7.0,14.0,"Часовенная улица, район Богородское, Москва, Центральный федеральный округ, 107258, Россия",55.805378832332906,37.71189464612967,Преображенская площадь,12,5.586250692729179,без отделки,монолитно-кирпичный,1983.0,2.834781569618766,не угловая,пассажирский,,двор,unknown,есть,synthetic,geo,1.01,geo_recomputed,8.44,6.91,0.22,0.26,0.07,0.26,389248.9916288883,0.5,43.0,1,7,1,geo_cluster_interpolation,7
2k,18175514.648549184,42.96637582523056,2.0,2.0,6.0,"Инфекционная клиническая больница № 2, 15, 8-я улица Соколиной Горы, район Соколиная Гора, Москва, Центральный федеральный округ, 105275, Россия",55.770982399733114,37.7420146260025,Соколиная Гора,3,6.637796500628905,современный ремонт,блочные,1961.0,2.6837163447139094,,unknown,,unknown,unknown,,synthetic,geo,0.23,geo_recomputed,8.18,6.33,0.56,0.52,0.14,0.36,423017.16864553944,0.3333333333333333,65.0,1,7,1,geo_cluster_interpolation,7
all,19354261.1570428,49.01770098990163,2.0,3.0,8.0,"Русаковская набережная, район Сокольники, Москва, Центральный федеральный округ, 107076, Россия",55.79625804227393,37.70216333995484,Преображенская площадь,9,7.828413843229861,евроремонт,кирпичные,2002.0,2.689163878143301,не угловая,unknown,,парковка,наземный паркинг,нет,synthetic,geo,0.71,geo_recomputed,7.3,8.07,0.38,0.31,0.25,0.06,394842.28689203656,0.375,24.0,1,7,1,geo_cluster_interpolation,7
all,19505608.119873554,46.13694510573139,1.0,2.0,10.0,"Проектируемый проезд № 951, Черкизово, район Преображенское, Москва, Центральный федеральный округ, 105318, Россия",55.78857660967336,37.72180208531079,Семеновская,8,9.315212844327489,современный ремонт,кирпичные,1967.0,2.704769815785166,,unknown,,unknown,unknown,,synthetic,geo,0.63,geo_recomputed,7.78,7.48,0.43,0.6,0.58,0.32,422776.3254626596,0.2,59.0,1,7,1,geo_cluster_interpolation,7
